filename,true_label,pred_label,confidence,error_pair,priority,path
TACO_batch_12_000035_crop193.jpg,cardboard,paper,0.9378690123558044,cardboard -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\cardboard\TACO_batch_12_000035_crop193.jpg
TACO_batch_15_000024_crop94.jpg,plastic,trash,0.9348920583724976,plastic -> trash,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\TACO_batch_15_000024_crop94.jpg
TACO_batch_3_IMG_5067_crop182.jpg,paper,cardboard,0.927983820438385,paper -> cardboard,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\paper\TACO_batch_3_IMG_5067_crop182.jpg
TACO_batch_2_000097_crop220.jpg,cardboard,paper,0.9172321557998656,cardboard -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\cardboard\TACO_batch_2_000097_crop220.jpg
GD_trash_212.jpg,trash,paper,0.9164420366287231,trash -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\trash\GD_trash_212.jpg
TACO_batch_10_000088_crop35.jpg,paper,cardboard,0.9142794609069824,paper -> cardboard,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\paper\TACO_batch_10_000088_crop35.jpg
GD_battery_490.jpg,battery,metal,0.9129307866096495,battery -> metal,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\battery\GD_battery_490.jpg
GD_cardboard_521.jpg,cardboard,trash,0.9092012643814088,cardboard -> trash,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\cardboard\GD_cardboard_521.jpg
GD_trash_113.jpg,trash,plastic,0.9090898036956788,trash -> plastic,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\trash\GD_trash_113.jpg
GD_glass_798.jpg,glass,metal,0.9078207015991212,glass -> metal,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\glass\GD_glass_798.jpg
TACO_batch_8_000051_crop105.jpg,cardboard,paper,0.9066559076309204,cardboard -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\cardboard\TACO_batch_8_000051_crop105.jpg
GD_shoes_26.jpg,shoes,metal,0.9050279259681702,shoes -> metal,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\shoes\GD_shoes_26.jpg
TACO_batch_7_000013_crop74.jpg,metal,paper,0.9046410322189332,metal -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\metal\TACO_batch_7_000013_crop74.jpg
GD_cardboard_404.jpg,cardboard,paper,0.9046170711517334,cardboard -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\cardboard\GD_cardboard_404.jpg
GD_cardboard_730.jpg,cardboard,paper,0.9005643129348755,cardboard -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\cardboard\GD_cardboard_730.jpg
TACO_batch_5_000098_crop156.jpg,plastic,glass,0.8988238573074341,plastic -> glass,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\TACO_batch_5_000098_crop156.jpg
TACO_batch_5_000057_crop22.jpg,plastic,paper,0.8986459374427795,plastic -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\TACO_batch_5_000057_crop22.jpg
GD_plastic_121.jpg,plastic,metal,0.8859285116195679,plastic -> metal,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\GD_plastic_121.jpg
GD_clothes_210.jpg,clothes,paper,0.8857599496841431,clothes -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\clothes\GD_clothes_210.jpg
GD_trash_431.jpg,trash,plastic,0.8853735327720642,trash -> plastic,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\trash\GD_trash_431.jpg
TACO_batch_13_000059_crop109.jpg,plastic,glass,0.8850622177124023,plastic -> glass,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\TACO_batch_13_000059_crop109.jpg
TACO_batch_5_000049_crop7.jpg,cardboard,paper,0.8843659162521362,cardboard -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\cardboard\TACO_batch_5_000049_crop7.jpg
TACO_batch_9_000090_crop34.jpg,metal,plastic,0.8839501142501831,metal -> plastic,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\metal\TACO_batch_9_000090_crop34.jpg
GD_plastic_496.jpg,plastic,paper,0.8821698427200317,plastic -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\GD_plastic_496.jpg
TACO_batch_2_000096_crop135.jpg,cardboard,paper,0.8814700245857239,cardboard -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\cardboard\TACO_batch_2_000096_crop135.jpg
TACO_batch_4_000054_crop5.jpg,biological,cardboard,0.8810303211212158,biological -> cardboard,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\biological\TACO_batch_4_000054_crop5.jpg
GD_plastic_781.jpg,plastic,metal,0.877716600894928,plastic -> metal,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\GD_plastic_781.jpg
TACO_batch_4_000036_crop12.jpg,plastic,cardboard,0.8763179779052734,plastic -> cardboard,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\TACO_batch_4_000036_crop12.jpg
GD_trash_248.jpg,trash,paper,0.8757972717285156,trash -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\trash\GD_trash_248.jpg
TACO_batch_12_000086_crop180.jpg,cardboard,paper,0.872803807258606,cardboard -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\cardboard\TACO_batch_12_000086_crop180.jpg
GD_plastic_269.jpg,plastic,paper,0.8702445030212402,plastic -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\GD_plastic_269.jpg
TACO_batch_10_000083_crop22.jpg,cardboard,plastic,0.8697824478149414,cardboard -> plastic,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\cardboard\TACO_batch_10_000083_crop22.jpg
TACO_batch_1_000016_crop1.jpg,glass,plastic,0.8688676953315735,glass -> plastic,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\glass\TACO_batch_1_000016_crop1.jpg
GD_plastic_507.jpg,plastic,battery,0.8687583208084106,plastic -> battery,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\GD_plastic_507.jpg
GD_plastic_406.jpg,plastic,trash,0.8657576441764832,plastic -> trash,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\GD_plastic_406.jpg
GD_glass_629.jpg,glass,metal,0.8640609383583069,glass -> metal,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\glass\GD_glass_629.jpg
GD_trash_350.jpg,trash,paper,0.8616850972175598,trash -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\trash\GD_trash_350.jpg
TN_glass_26.jpg,glass,plastic,0.8542729020118713,glass -> plastic,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\glass\TN_glass_26.jpg
TACO_batch_1_000050_crop87.jpg,metal,plastic,0.8460552096366882,metal -> plastic,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\metal\TACO_batch_1_000050_crop87.jpg
TN_cardboard_49.jpg,cardboard,metal,0.8393106460571289,cardboard -> metal,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\cardboard\TN_cardboard_49.jpg
